filename,Date (Farsi),Date (Gregorian),Date (Normalized),Place (English),Place (Farsi),City (English-LCSH),City (Farsi),Country (English),Country (Farsi),Description (English),Description (Farsi),Keywords/Chants/Slogans (English),Keywords/Chants/Slogans (Farsi),Names (English),Names (Farsi),Title (English),Title (Farsi),Physical Type,Genre (English),"Lat, Lon"
rasatv1_019.mp4,۱۳۹۰/۰۵/۱۷,8/8/11,2011-08-08,,,Paris,پاریس,France,فرانسه,"This video is a RASA TV interview with Dr. Abdol-Karim Soroush, a former professor of philosophy, regarding the conflicts between President Ahmadinejad and Supreme Leader Ali Khamenei.",این ویدیو به مصاحبه تلویزیون رسا با دکتر عبدالکریم سروش، استاد سابق فلسفه، پیرامون اختلافات میان رئیس جمهور ایران، احمدینژاد و رهبر جمهوری اسلامی، علی خامنه ای اختصاص دارد.,RASA TV , تلویزیون رسا,Abdol-Karim Soroush / Mahmoud Ahmadinejad / Ali Khamenei,عبدالکریم سروش / محمود احمدینژاد / علی خامنه ای, Iranian New Year Special   ,ویژه برنامه نوروز ,moving image,Television programs,"48.8567, 2.3508"
rasatv1_020.mp4,۱۳۹۰/۰۵/۱۷,8/8/11,2011-08-08,,,Paris,پاریس,France,فرانسه,"This video is a RASA TV interview with Dr. Abdol-Karim Soroush, a former professor of philosophy, regarding the conflicts between President Ahmadinejad and Supreme Leader Ali Khamenei.",این ویدیو به مصاحبه تلویزیون رسا با دکتر عبدالکریم سروش، استاد سابق فلسفه، پیرامون اختلافات میان رئیس جمهور ایران، احمدینژاد و رهبر جمهوری اسلامی، علی خامنه ای اختصاص دارد.,RASA TV , تلویزیون رسا,Abdol-Karim Soroush / Mahmoud Ahmadinejad / Ali Khamenei,عبدالکریم سروش / محمود احمدینژاد / علی خامنه ای, Iranian New Year Special   ,ویژه برنامه نوروز ,moving image,Television programs,"48.8567, 2.3508"
rasatv1_021.mp4,۱۳۹۰/۰۵/۱۷,8/8/11,2011-08-08,,,Paris,پاریس,France,فرانسه,"This video is a RASA TV interview with Dr. Abdol-Karim Soroush, a former professor of philosophy, regarding the conditions set forth by Mohammad Khatami that must be met in order for reformists to run in future elections. ",این ویدیو به مصاحبه تلویزیون رسا با دکتر عبدالکریم سروش، استاد سابق فلسفه، پیرامون شرایط مطرح شده توسط محمد خاتمی برای حضور اصلاح طلبان در انتخابات آتی ایران اختصاص داده شده است.,RASA TV ,تلویزیون رسا,Abdol-Karim Soroush / Mohammad Khatami,عبدالکریم سروش/ محمد خاتمی, Iranian New Year Special   ,ویژه برنامه نوروز ,moving image,Television programs,"48.8567, 2.3508"
rasatv1_022.mp4,۱۳۹۰/۰۷/۲۷,10/19/11,2011-10-19,,,Brussels,بروکسل,Belgium,بلژیک,"Shakhes (index) was a TV show broadcasted on RASA TV in 2011. In this Episode of Shakhes, Ali Mazrooei discusses the human development index.",شاخص، یکی از برنامه های تلویزیون رسا، در این قسمت به سخنان علی مزروعی پیرامون شاخص پیشرفت انسان میپردازد.,Shakhes / RASA TV ,شاخص / تلویزیون رسا,Ali Mazrooei,علی مزروعی,Shakhes TV Show: Human Development Index,برنامه تلویزیون شاخص: شخص توسعه انسانی,moving image,Television programs,"50.8503, 4.3517"
rasatv1_023.mp4,۱۳۹۰/۰۷/۲۰,10/12/11,2011-10-12,,,Brussels,بروکسل,Belgium,بلژیک,"Shakhes (index) was a TV show broadcasted on RASA TV in 2011. In this Episode of Shakhes, Ali Mazrooei discusses the life expectancy index.",شاخص، یکی از برنامه های تلویزیون رسا، در این قسمت به سخنان علی مزروعی پیرامون شاخص امید به زندگی میپردازد.,Shakhes / RASA TV ,شاخص / تلویزیون رسا,Ali Mazrooei,علی مزروعی,Shakhes TV Show: Life Expectancy Index,برنامه تلویزیون شاخص: شاخص امید به زندگی,moving image,Television programs,"50.8503, 4.3517"
rasatv1_024.mp4,۱۳۹۰/۰۳/۱۸,6/8/11,2011-06-08,,,Brussels,بروکسل,Belgium,بلژیک,"Shakhes (index) was a TV show broadcasted on RASA TV in 2011. In this Episode of Shakhes, Ali Mazrooei discusses the impact of oil revenues on the Iranian economy.",شاخص، یکی از برنامه های تلویزیون رسا، در این قسمت به سخنان علی مزروعی پیرامون تاثیرات درامد های نفتی بر اقتصاد ایران میپردازد.,Shakhes / RASA TV ,شاخص / تلویزیون رسا,Ali Mazrooei,علی مزروعی,Shakhes TV Show: Impact of Oil Revenues,برنامه تلویزیون شاخص: تاثیرات درامد نفتی,moving image,Television programs,"50.8503, 4.3517"
rasatv1_025.mp4,۱۳۹۰/۰۵/۱۵,8/6/11,2011-08-06,,,Brussels,بروکسل,Belgium,بلژیک,"Shakhes (index) was a TV show broadcasted on RASA TV in 2011. In this Episode of Shakhes, Ali Mazrooei discusses the rate of inflation in Iran.",شاخص، یکی از برنامه های تلویزیون رسا، در این قسمت به سخنان علی مزروعی پیرامون نرخ تورم در ایران میپردازد.,Shakhes / RASA TV ,شاخص / تلویزیون رسا,Ali Mazrooei,علی مزروعی,Shakhes TV Show: Inflation in Iran,برنامه تلویزیون شاخص: تورم در ایران,moving image,Television programs,"50.8503, 4.3517"
rasatv1_026.mp4,۱۳۹۰/۰۶/۱۸,9/9/11,2011-09-09,,,Brussels,بروکسل,Belgium,بلژیک,"Shakhes (index) was a TV show broadcasted on RASA TV in 2011. In this Episode of Shakhes, Ali Mazrooei discusses the rate of economic growth and income distribution index in Iran.",شاخص، یکی از برنامه های تلویزیون رسا، در این قسمت به سخنان علی مزروعی پیرامون نرخ رشد اقتصادی و شاخص جینی در ایران میپردازد.,Shakhes / RASA TV ,شاخص / تلویزیون رسا,Ali Mazrooei,علی مزروعی,Shakhes TV Show: Income Distribution Index,برنامه تلویزیون شاخص: توسعه درامد,moving image,Television programs,"50.8503, 4.3517"
rasatv1_027.mp4,۱۳۹۰/۰۵/۱۵,8/6/11,2011-08-06,,,Brussels,بروکسل,Belgium,بلژیک,"Shakhes (index) was a TV show broadcasted on RASA TV in 2011. In this Episode of Shakhes, Ali Mazrooei discusses the rate of inflation in Iran.",شاخص، یکی از برنامه های تلویزیون رسا، در این قسمت به سخنان علی مزروعی پیرامون نرخ تورم در ایران میپردازد.,Shakhes / RASA TV ,شاخص / تلویزیون رسا,Ali Mazrooei,علی مزروعی,Shakhes TV Show: Inflation in Iran,برنامه تلویزیون شاخص: تورم در ایران,moving image,Television programs,"50.8503, 4.3517"
rasatv1_028.mp4,۱۳۹۰/۰۸/۰۵,10/27/11,2011-10-27,,,Brussels,بروکسل,Belgium,بلژیک,"Shakhes (index) was a TV show broadcasted on RASA TV in 2011. In this Episode of Shakhes, Ali Mazrooei discusses the prosperity index and social justice.",شاخص، یکی از برنامه های تلویزیون رسا، در این قسمت به سخنان علی مزروعی پیرامون شاخص رفاه و عدالت اجتماعی در ایران میپردازد.,Shakhes / RASA TV ,شاخص / تلویزیون رسا,Ali Mazrooei,علی مزروعی,Shakhes TV Show: Prosperity Index and Social Justice,برنامه تلویزیون شاخص: شاخص رفاه و عدالت اجتماعی,moving image,Television programs,"50.8503, 4.3517"
rasatv1_029.mp4,۱۳۹۰/۰۶/۱۱,9/2/11,2011-09-02,,,Brussels,بروکسل,Belgium,بلژیک,"Shakhes (index) was a TV show broadcasted on RASA TV in 2011. In this Episode of Shakhes, Ali Mazrooei discusses the prosperity index and social justice.",شاخص، یکی از برنامه های تلویزیون رسا، در این قسمت به سخنان علی مزروعی پیرامون شاخص رفاه و عدالت اجتماعی در ایران میپردازد.,Shakhes / RASA TV ,شاخص / تلویزیون رسا,Ali Mazrooei,علی مزروعی,Shakhes TV Show: Prosperity Index and Social Justice,برنامه تلویزیون شاخص: شاخص رفاه و عدالت اجتماعی,moving image,Television programs,"50.8503, 4.3517"
rasatv1_030.mp4,۱۳۹۰/۰۶/۲۵,9/16/11,2011-09-16,,,Brussels,بروکسل,Belgium,بلژیک,"Shakhes (index) was a TV show broadcasted on RASA TV in 2011. In this Episode of Shakhes, Ali Mazrooei discusses the Gini coefficient.",شاخص، یکی از برنامه های تلویزیون رسا، در این قسمت به سخنان علی مزروعی پیرامون شاخص جینی در ایران میپردازد.,Shakhes / RASA TV ,شاخص / تلویزیون رسا,Ali Mazrooei,علی مزروعی,Shakhes TV Show: Gini Coefficient,برنامه تلویزیون شاخص: شاخص ضریب جینی,moving image,Television programs,"50.8503, 4.3517"
rasatv1_031.mp4,۱۳۸۸,2009,2009,,,Brussels,بروکسل,Belgium,بلژیک,"Shakhes (index) was a TV show broadcasted on RASA TV in 2011. In this Episode of Shakhes, Ali Mazrooei discusses financial corruption in Iran.",شاخص، یکی از برنامه های تلویزیون رسا، در این قسمت به سخنان علی مزروعی پیرامون فساد اقتصادی در ایران میپردازد.,Shakhes / RASA TV ,شاخص / تلویزیون رسا,Ali Mazrooei,علی مزروعی,Shakhes TV Show: Financial Corruption,برنامه تلویزیون شاخص: فساد اقتصادی,moving image,Television programs,"50.8503, 4.3517"
rasatv1_032.mp4,۱۳۹۰/۰۶/۰۴,8/26/11,2011-08-26,,,Brussels,بروکسل,Belgium,بلژیک,"Shakhes (index) was a TV show broadcasted on RASA TV in 2011. In this Episode of Shakhes, Ali Mazrooei compares the economic performance of Khatami’s administration to Rafsanjani’s.",شاخص، یکی از برنامه های تلویزیون رسا، در این قسمت به سخنان علی مزروعی پیرامون مقایسه عملکرد دولت خاتمی و دولت رفسنجانی در ایران میپردازد.,Shakhes / RASA TV ,شاخص / تلویزیون رسا,Ali Mazrooei,علی مزروعی,Shakhes TV Show: Economic Performance,برنامه تلویزیون شاخص: عملکرد اقتصادی,moving image,Television programs,"50.8503, 4.3517"
rasatv1_033.mp4,۱۳۹۰/۰۴/۰۱,6/22/11,2011-06-22,,,Brussels,بروکسل,Belgium,بلژیک,"Shakhes (index) was a TV show broadcasted on RASA TV in 2011. In this Episode of Shakhes, Ali Mazrooei discusses Iran’s annual economic growth rates since the Islamic revolution.",شاخص، یکی از برنامه های تلویزیون رسا، در این قسمت به سخنان علی مزروعی پیرامون نرخ رشد اقتصادی از زمان انقلاب اسلامی در ایران میپردازد.,Shakhes / RASA TV ,شاخص / تلویزیون رسا,Ali Mazrooei,علی مزروعی,Shakhes TV Show: Annual Economic Growth Rates,برنامه تلویزیون شاخص: نرخ رشد سالانه اقتصادی,moving image,Television programs,"50.8503, 4.3517"
rasatv1_034.mp4,۱۳۸۸,2009,2009,,,Brussels,بروکسل,Belgium,بلژیک,"Shakhes (index) was a TV show broadcasted on RASA TV in 2011. In this Episode of Shakhes, Ali Mazrooei discusses the situation of investment in Iran since the Islamic revolution.",شاخص، یکی از برنامه های تلویزیون رسا، در این قسمت به سخنان علی مزروعی پیرامون سرمایه گزاری در ایران از زمان انقلاب اسلامی در ایران میپردازد.,Shakhes / RASA TV ,شاخص / تلویزیون رسا,Ali Mazrooei,علی مزروعی,Shakhes TV Show: Investment in Iran,برنامه تلویزیون شاخص: سرمایه گذاری در ایران,moving image,Television programs,"50.8503, 4.3517"
rasatv1_035.mp4,۱۳۸۸,2009,2009,,,Brussels,بروکسل,Belgium,بلژیک,"Shakhes (index) was a TV show broadcasted on RASA TV in 2011. In this Episode of Shakhes, Ali Mazrooei discusses the liquidity of Iranian government since the Islamic revolution.",شاخص، یکی از برنامه های تلویزیون رسا، در این قسمت به سخنان علی مزروعی پیرامون نقدینگی دولت ایران از زمان انقلاب اسلامی در ایران میپردازد.,Shakhes / RASA TV ,شاخص / تلویزیون رسا,Ali Mazrooei,علی مزروعی,Shakhes TV Show: the Liquidity of Iran,برنامه تلویزیون شاخص: وضعیت نقدینگی ایران,moving image,Television programs,"50.8503, 4.3517"
rasatv1_036.mp4,۱۳۹۰/۰۵/۱۶,8/7/11,2011-08-07,,,Kuala Lumpur ,کوالا لامپور,Malaysia,مالزی,"Rasa TV has the special program for the month of Ramadan in 2011. This program includes the Hussein-Ali Montazeri’s speech, Ramadan prayers and Abdolkarim Soroush’s commentary.",برنامه ویژه تلویزیون رسا به مناسبت ماه مبارک رمضان در سال ۱۳۹۰. در این برنامه شاهد سخنرانی حسینعلی منتظری، دعا های ماه رمضان و سخنان عبد الکریم سروش هستیم.,RASA TV ,تلویزیون رسا,Hussein-Ali Montazeri / Abdolkarim Soroush,حسینعلی منتظری / عبد الکریم سروش,Ramadan Special,ویژه ماه مبارک رمضان,moving image,Television programs,"3.1333,101.6833"
rasatv1_037.mp4,۱۳۹۰/۰۵/۱۶,8/7/11,2011-08-07,,,Kuala Lumpur ,کوالا لامپور,Malaysia,مالزی,Rasa TV has the special program for the month of Ramadan in 2011. This program includes the Abdolkarim Soroush’s speech and Salar Aghili’s Music.,برنامه ویژه تلویزیون رسا به مناسبت ماه مبارک رمضان در سال ۱۳۹۰. در این برنامه شاهد سخنرانی عبد الکریم سروش و موسیقی سالار عقیلی هستیم.,RASA TV ,تلویزیون رسا,Abdolkarim Soroush,عبد الکریم سروش,Ramadan Special,ویژه ماه مبارک رمضان,moving image,Television programs,"3.1333,101.6833"
rasatv1_038.mp4,۱۳۹۰/۰۶/۰۷,8/29/11,2011-08-29,,,Kuala Lumpur ,کوالا لامپور,Malaysia,مالزی,"Rasa TV has the special program for the month of Ramadan in 2011. This program includes the ditty for Iftar, Hussein-Ali Montazeri’s speech, Ramadan Prayer, Musa al-Sadr’s speech, Hasan Yousefi Eshkevari’s commentary and the song from the Rastak group.",برنامه ویژه تلویزیون رسا به مناسبت ماه مبارک رمضان در سال ۱۳۹۰. در این برنامه شاهد تصنیف زمان افطار، صحبت های آیت الله العظمی منتظری، دعای رمضان، سخنانی از امام موسی صدر، صحبت های حسن یوسفی اشکوری و ترانه بلوچی مروجان از گروه رستاک میباشیم.,RASA TV ,تلویزیون رسا,Hussein-Ali Montazeri / Musa Al-Sadr / Hasan Yousefi Eshkevari ,حسینعلی منتظری / موسی الصدر / حسن یوسفی اشکواری,Ramadan Special,ویژه ماه مبارک رمضان,moving image,Television programs,"3.1333,101.6833"
rasatv1_039.mp4,۱۳۹۰/۰۵/۱۹,8/10/11,2011-08-10,,,Kuala Lumpur ,کوالا لامپور,Malaysia,مالزی,"Rasa TV has the special program for the month of Ramadan in 2011. This program includes the ditty for Iftar, Hussein-Ali Montazeri’s speech, Ramadan Prayer and Nasser Taghvai’s speech.",برنامه ویژه تلویزیون رسا به مناسبت ماه مبارک رمضان در سال ۱۳۹۰. در این برنامه شاهد تصنیف زمان افطار، صحبت های آیت الله العظمی منتظری، دعای رمضان، سخنانی از ناصر تقوایی میباشیم.,RASA TV ,تلویزیون رسا,Hussein-Ali Montazeri / Nasser Taghvai,حسینعلی منتظری / ناصر تقوایی,Ramadan Special,ویژه ماه مبارک رمضان,moving image,Television programs,"3.1333,101.6833"
rasatv1_040.mp4,۱۳۹۰/۰۵/۱۹,8/10/11,2011-08-10,,,Kuala Lumpur ,کوالا لامپور,Malaysia,مالزی,"Rasa TV has the special program for the month of Ramadan in 2011. This program includes the ditty for Iftar, Ali Shariati’s speech and Abdolkarim Soroush’s speech.",برنامه ویژه تلویزیون رسا به مناسبت ماه مبارک رمضان در سال ۱۳۹۰. در این برنامه شاهد تصنیف زمان افطار، صحبت های علی شریعتی و سخنانی از عبد الکریم سروش میباشیم.,RASA TV ,تلویزیون رسا,Ali Shariati / Abdolkarim Soroush,علی شریعتی / عبد الکریم سروش,Ramadan Special,ویژه ماه مبارک رمضان,moving image,Television programs,"3.1333,101.6833"
rasatv1_041.mp4,۱۳۹۰/۰۵/۲۰,8/11/11,2011-08-11,,,Kuala Lumpur ,کوالا لامپور,Malaysia,مالزی,"Rasa TV has the special program for the month of Ramadan in 2011. This program includes the ditty for Iftar, Hussein-Ali Montazeri’s speech, Ramadan Prayer and Abdolkarim Soroush’s speech.",برنامه ویژه تلویزیون رسا به مناسبت ماه مبارک رمضان در سال ۱۳۹۰. در این برنامه شاهد تصنیف زمان افطار، صحبت های آیت الله العظمی منتظری، دعای رمضان، سخنانی از دکتر سروش میباشیم.,RASA TV ,تلویزیون رسا,Hussein-Ali Montazeri / Abdolkarim Soroush,حسینعلی منتظری / عبد الکریم سروش,Ramadan Special,ویژه ماه مبارک رمضان,moving image,Television programs,"3.1333,101.6833"
rasatv1_042.mp4,۱۳۹۰/۰۵/۲۰,8/11/11,2011-08-11,,,Kuala Lumpur ,کوالا لامپور,Malaysia,مالزی,"Rasa TV has the special program for the month of Ramadan in 2011. This program includes the ditty for Iftar, Mohammad Javad Akbarin’s speech (Religious studies scholar) and the Kamkars musical ensemble play.",برنامه ویژه تلویزیون رسا به مناسبت ماه مبارک رمضان در سال ۱۳۹۰. در این برنامه شاهد تصنیف زمان افطار، صحبت های محمد جواد اکبرین، دین پژوه، و کاری از گروه کامکارها میباشیم.,RASA TV ,تلویزیون رسا,Mohammad Javad Akbarin,محمد جواد اکبرین,Ramadan Special,ویژه ماه مبارک رمضان,moving image,Television programs,"3.1333,101.6833"
