old filename,file name,Date (Farsi),Date (Gregorian),Date (Normalized),Place (English),Place (Farsi),City (English-LCSH),City (Farsi),Country (English),Country (Farsi),Description (English),Description (Farsi),Keywords/Chants/Slogans (English),Keywords/Chants/Slogans (Farsi),Names (Farsi),Names (English),Title (English),Title (Farsi),Physical Type,"Lat, Lon",Genre (English),Genre (Farsi)
,diaspora0012.jpg,۲۴/۱۱/۱۳۸۸,2/13/10,2010-02-13,,ونکوور,Vancouver (B.C.),ونکوور,Canada,کانادا,"Over a hundred activists in Vancouver gathered the side of Winter Olympics highway, at the same time as the Winter Olympics opening, to show their support for the people of Iran, calling for an end to murder, torture, rape, and executions. The event was hosted by Neda for Freedom, a non-partisan, Vancouver-based human & civil rights organization working to promote basic rights in Iran.","بیش از صد نفر در ونکوور، همزمان با شروع مسابقات زمستانی المپیک، گردهم جمع شدند تا حمایت خود از مردم ایران را اعلام کنند و خواستار توقف شکنجه، اعدام، تجاوز، و قتل شوند. گروه ""ندا برای آزادی""  برگزارکننده این برنامه بود.",Neda for Freedom / Winter Olympics,ندا برای آزادی / المپیک زمستانی,,,Solidarity with Iran at the Olympics,همبستگی با ایران در المپیک,Photo,"49.2827, 123.1207",color photographs,عکس رنگی
,diaspora0013.jpg,۲۴/۱۱/۱۳۸۸,2/13/10,2010-02-13,,ونکوور,Vancouver (B.C.),ونکوور,Canada,کانادا,"Over a hundred activists in Vancouver gathered the side of Winter Olympics highway, at the same time as the Winter Olympics opening, to show their support for the people of Iran, calling for an end to murder, torture, rape, and executions. The event was hosted by Neda for Freedom, a non-partisan, Vancouver-based human & civil rights organization working to promote basic rights in Iran.","بیش از صد نفر در ونکوور، همزمان با شروع مسابقات زمستانی المپیک، گردهم جمع شدند تا حمایت خود از مردم ایران را اعلام کنند و خواستار توقف شکنجه، اعدام، تجاوز، و قتل شوند. گروه ""ندا برای آزادی""  برگزارکننده این برنامه بود.",Neda for Freedom / Winter Olympics,ندا برای آزادی / المپیک زمستانی,,,Solidarity with Iran at the Olympics,همبستگی با ایران در المپیک,Photo,"49.2827, 123.1207",color photographs,عکس رنگی
,diaspora0014.jpg,۲۴/۱۱/۱۳۸۸,2/13/10,2010-02-13,,ونکوور,Vancouver (B.C.),ونکوور,Canada,کانادا,"Over a hundred activists in Vancouver gathered the side of Winter Olympics highway, at the same time as the Winter Olympics opening, to show their support for the people of Iran, calling for an end to murder, torture, rape, and executions. The event was hosted by Neda for Freedom, a non-partisan, Vancouver-based human & civil rights organization working to promote basic rights in Iran.","بیش از صد نفر در ونکوور، همزمان با شروع مسابقات زمستانی المپیک، گردهم جمع شدند تا حمایت خود از مردم ایران را اعلام کنند و خواستار توقف شکنجه، اعدام، تجاوز، و قتل شوند. گروه ""ندا برای آزادی""  برگزارکننده این برنامه بود.",Neda for Freedom / Winter Olympics,ندا برای آزادی / المپیک زمستانی,,,Solidarity with Iran at the Olympics,همبستگی با ایران در المپیک,Photo,"49.2827, 123.1207",color photographs,عکس رنگی
,diaspora0015.jpg,۲۴/۱۱/۱۳۸۸,2/13/10,2010-02-13,,ونکوور,Vancouver (B.C.),ونکوور,Canada,کانادا,"Over a hundred activists in Vancouver gathered the side of Winter Olympics highway, at the same time as the Winter Olympics opening, to show their support for the people of Iran, calling for an end to murder, torture, rape, and executions. The event was hosted by Neda for Freedom, a non-partisan, Vancouver-based human & civil rights organization working to promote basic rights in Iran.","بیش از صد نفر در ونکوور، همزمان با شروع مسابقات زمستانی المپیک، گردهم جمع شدند تا حمایت خود از مردم ایران را اعلام کنند و خواستار توقف شکنجه، اعدام، تجاوز، و قتل شوند. گروه ""ندا برای آزادی""  برگزارکننده این برنامه بود.",Neda for Freedom / Winter Olympics,ندا برای آزادی / المپیک زمستانی,,,Solidarity with Iran at the Olympics,همبستگی با ایران در المپیک,Photo,"49.2827, 123.1207",color photographs,عکس رنگی
,diaspora0016.jpg,۲۴/۱۱/۱۳۸۸,2/13/10,2010-02-13,,ونکوور,Vancouver (B.C.),ونکوور,Canada,کانادا,"Over a hundred activists in Vancouver gathered the side of Winter Olympics highway, at the same time as the Winter Olympics opening, to show their support for the people of Iran, calling for an end to murder, torture, rape, and executions. The event was hosted by Neda for Freedom, a non-partisan, Vancouver-based human & civil rights organization working to promote basic rights in Iran.","بیش از صد نفر در ونکوور، همزمان با شروع مسابقات زمستانی المپیک، گردهم جمع شدند تا حمایت خود از مردم ایران را اعلام کنند و خواستار توقف شکنجه، اعدام، تجاوز، و قتل شوند. گروه ""ندا برای آزادی""  برگزارکننده این برنامه بود.",Neda for Freedom / Winter Olympics,ندا برای آزادی / المپیک زمستانی,,,Solidarity with Iran at the Olympics,همبستگی با ایران در المپیک,Photo,"49.2827, 123.1207",color photographs,عکس رنگی
,diaspora0017.jpg,۲۴/۱۱/۱۳۸۸,2/13/10,2010-02-13,,ونکوور,Vancouver (B.C.),ونکوور,Canada,کانادا,"Over a hundred activists in Vancouver gathered the side of Winter Olympics highway, at the same time as the Winter Olympics opening, to show their support for the people of Iran, calling for an end to murder, torture, rape, and executions. The event was hosted by Neda for Freedom, a non-partisan, Vancouver-based human & civil rights organization working to promote basic rights in Iran.","بیش از صد نفر در ونکوور، همزمان با شروع مسابقات زمستانی المپیک، گردهم جمع شدند تا حمایت خود از مردم ایران را اعلام کنند و خواستار توقف شکنجه، اعدام، تجاوز، و قتل شوند. گروه ""ندا برای آزادی""  برگزارکننده این برنامه بود.",Neda for Freedom / Winter Olympics,ندا برای آزادی / المپیک زمستانی,,,Solidarity with Iran at the Olympics,همبستگی با ایران در المپیک,Photo,"49.2827, 123.1207",color photographs,عکس رنگی
,diaspora0018.jpg,۲۴/۱۱/۱۳۸۸,2/13/10,2010-02-13,,ونکوور,Vancouver (B.C.),ونکوور,Canada,کانادا,"Over a hundred activists in Vancouver gathered the side of Winter Olympics highway, at the same time as the Winter Olympics opening, to show their support for the people of Iran, calling for an end to murder, torture, rape, and executions. The event was hosted by Neda for Freedom, a non-partisan, Vancouver-based human & civil rights organization working to promote basic rights in Iran.","بیش از صد نفر در ونکوور، همزمان با شروع مسابقات زمستانی المپیک، گردهم جمع شدند تا حمایت خود از مردم ایران را اعلام کنند و خواستار توقف شکنجه، اعدام، تجاوز، و قتل شوند. گروه ""ندا برای آزادی""  برگزارکننده این برنامه بود.",Neda for Freedom / Winter Olympics,ندا برای آزادی / المپیک زمستانی,,,Solidarity with Iran at the Olympics,همبستگی با ایران در المپیک,Photo,"49.2827, 123.1207",color photographs,عکس رنگی
,diaspora0019.jpg,۲۴/۱۱/۱۳۸۸,2/13/10,2010-02-13,,ونکوور,Vancouver (B.C.),ونکوور,Canada,کانادا,"Over a hundred activists in Vancouver gathered the side of Winter Olympics highway, at the same time as the Winter Olympics opening, to show their support for the people of Iran, calling for an end to murder, torture, rape, and executions. The event was hosted by Neda for Freedom, a non-partisan, Vancouver-based human & civil rights organization working to promote basic rights in Iran.","بیش از صد نفر در ونکوور، همزمان با شروع مسابقات زمستانی المپیک، گردهم جمع شدند تا حمایت خود از مردم ایران را اعلام کنند و خواستار توقف شکنجه، اعدام، تجاوز، و قتل شوند. گروه ""ندا برای آزادی""  برگزارکننده این برنامه بود.",Neda for Freedom / Winter Olympics,ندا برای آزادی / المپیک زمستانی,,,Solidarity with Iran at the Olympics,همبستگی با ایران در المپیک,Photo,"49.2827, 123.1207",color photographs,عکس رنگی
,diaspora0020.jpg,۲۴/۱۱/۱۳۸۸,2/13/10,2010-02-13,,ونکوور,Vancouver (B.C.),ونکوور,Canada,کانادا,"Over a hundred activists in Vancouver gathered the side of Winter Olympics highway, at the same time as the Winter Olympics opening, to show their support for the people of Iran, calling for an end to murder, torture, rape, and executions. The event was hosted by Neda for Freedom, a non-partisan, Vancouver-based human & civil rights organization working to promote basic rights in Iran.","بیش از صد نفر در ونکوور، همزمان با شروع مسابقات زمستانی المپیک، گردهم جمع شدند تا حمایت خود از مردم ایران را اعلام کنند و خواستار توقف شکنجه، اعدام، تجاوز، و قتل شوند. گروه ""ندا برای آزادی""  برگزارکننده این برنامه بود.",Neda for Freedom / Winter Olympics,ندا برای آزادی / المپیک زمستانی,,,Solidarity with Iran at the Olympics,همبستگی با ایران در المپیک,Photo,"49.2827, 123.1207",color photographs,عکس رنگی
,diaspora0021.jpg,۱۶/۰۵/۱۳۸۹,8/7/10,2010-08-07,,تورنتو,Toronto (Ont.),تورنتو,Canada,کانادا,"Toronto citizens and activists lined up on a busy downtown street to stand in solidarity with various prisoners in Iran enduring poor prison conditions, restricted access to medical care, and much more. The protest intended to shed light primarily on the current prisoner hunger strikes and the imminent executions of such prisoners as Jafar Kazemi, Ali Saremi, and Kurdish minority, Zeynab Jalalian.",عده ای از ساکنان تورنتو و فعالان حقوق بشر در مرکز این شهر تجمع کردند تابه شرایط نامناسب زندانیان در ایران اعتراض کنند. در این راهپیمای همچنین از زندانیان در اعتصاب غذا و اعدام زندانیانی مثل جعفر کاظمی، علی صارمی، و زینب جلالین (اقلیت قومی کرد) یاد شد.,Death Penalty / Hunger Strike / Kurd,اعدام / اعتصاب غذا / کرد,جعفر کاظمی / علی صارمی / زینب جلالیان,Jafar Kazemi / Ali Saremi / Zeynab Jalalian,In Solidarity with Iranian Prisoners,همبستگی با زندانیان ایران,Photo,"43.7000, 79.4000",color photographs,عکس رنگی
,diaspora0022.jpg,۱۶/۰۵/۱۳۸۹,8/7/10,2010-08-07,,تورنتو,Toronto (Ont.),تورنتو,Canada,کانادا,"Toronto citizens and activists lined up on a busy downtown street to stand in solidarity with various prisoners in Iran enduring poor prison conditions, restricted access to medical care, and much more. The protest intended to shed light primarily on the current prisoner hunger strikes and the imminent executions of such prisoners as Jafar Kazemi, Ali Saremi, and Kurdish minority, Zeynab Jalalian.",عده ای از ساکنان تورنتو و فعالان حقوق بشر در مرکز این شهر تجمع کردند تابه شرایط نامناسب زندانیان در ایران اعتراض کنند. در این راهپیمای همچنین از زندانیان در اعتصاب غذا و اعدام زندانیانی مثل جعفر کاظمی، علی صارمی، و زینب جلالین (اقلیت قومی کرد) یاد شد.,Death Penalty / Hunger Strike / Kurd,اعدام / اعتصاب غذا / کرد,جعفر کاظمی / علی صارمی / زینب جلالیان,Jafar Kazemi / Ali Saremi / Zeynab Jalalian,In Solidarity with Iranian Prisoners,همبستگی با زندانیان ایران,Photo,"43.7000, 79.4000",color photographs,عکس رنگی
,diaspora0023.jpg,۱۶/۰۵/۱۳۸۹,8/7/10,2010-08-07,,تورنتو,Toronto (Ont.),تورنتو,Canada,کانادا,"Toronto citizens and activists lined up on a busy downtown street to stand in solidarity with various prisoners in Iran enduring poor prison conditions, restricted access to medical care, and much more. The protest intended to shed light primarily on the current prisoner hunger strikes and the imminent executions of such prisoners as Jafar Kazemi, Ali Saremi, and Kurdish minority, Zeynab Jalalian.",عده ای از ساکنان تورنتو و فعالان حقوق بشر در مرکز این شهر تجمع کردند تابه شرایط نامناسب زندانیان در ایران اعتراض کنند. در این راهپیمای همچنین از زندانیان در اعتصاب غذا و اعدام زندانیانی مثل جعفر کاظمی، علی صارمی، و زینب جلالین (اقلیت قومی کرد) یاد شد.,Death Penalty / Hunger Strike / Kurd,اعدام / اعتصاب غذا / کرد,جعفر کاظمی / علی صارمی / زینب جلالیان,Jafar Kazemi / Ali Saremi / Zeynab Jalalian,In Solidarity with Iranian Prisoners,همبستگی با زندانیان ایران,Photo,"43.7000, 79.4000",color photographs,عکس رنگی
,diaspora0024.jpg,۱۶/۰۵/۱۳۸۹,8/7/10,2010-08-07,,تورنتو,Toronto (Ont.),تورنتو,Canada,کانادا,"Toronto citizens and activists lined up on a busy downtown street to stand in solidarity with various prisoners in Iran enduring poor prison conditions, restricted access to medical care, and much more. The protest intended to shed light primarily on the current prisoner hunger strikes and the imminent executions of such prisoners as Jafar Kazemi, Ali Saremi, and Kurdish minority, Zeynab Jalalian.",عده ای از ساکنان تورنتو و فعالان حقوق بشر در مرکز این شهر تجمع کردند تابه شرایط نامناسب زندانیان در ایران اعتراض کنند. در این راهپیمای همچنین از زندانیان در اعتصاب غذا و اعدام زندانیانی مثل جعفر کاظمی، علی صارمی، و زینب جلالین (اقلیت قومی کرد) یاد شد.,Death Penalty / Hunger Strike / Kurd,اعدام / اعتصاب غذا / کرد,جعفر کاظمی / علی صارمی / زینب جلالیان,Jafar Kazemi / Ali Saremi / Zeynab Jalalian,In Solidarity with Iranian Prisoners,همبستگی با زندانیان ایران,Photo,"43.7000, 79.4000",color photographs,عکس رنگی
,diaspora0025.jpg,۱۶/۰۵/۱۳۸۹,8/7/10,2010-08-07,,تورنتو,Toronto (Ont.),تورنتو,Canada,کانادا,"Toronto citizens and activists lined up on a busy downtown street to stand in solidarity with various prisoners in Iran enduring poor prison conditions, restricted access to medical care, and much more. The protest intended to shed light primarily on the current prisoner hunger strikes and the imminent executions of such prisoners as Jafar Kazemi, Ali Saremi, and Kurdish minority, Zeynab Jalalian.",عده ای از ساکنان تورنتو و فعالان حقوق بشر در مرکز این شهر تجمع کردند تابه شرایط نامناسب زندانیان در ایران اعتراض کنند. در این راهپیمای همچنین از زندانیان در اعتصاب غذا و اعدام زندانیانی مثل جعفر کاظمی، علی صارمی، و زینب جلالین (اقلیت قومی کرد) یاد شد.,Death Penalty / Hunger Strike / Kurd,اعدام / اعتصاب غذا / کرد,جعفر کاظمی / علی صارمی / زینب جلالیان,Jafar Kazemi / Ali Saremi / Zeynab Jalalian,In Solidarity with Iranian Prisoners,همبستگی با زندانیان ایران,Photo,"43.7000, 79.4000",color photographs,عکس رنگی
,diaspora0026.jpg,۱۶/۰۵/۱۳۸۹,8/7/10,2010-08-07,,تورنتو,Toronto (Ont.),تورنتو,Canada,کانادا,"Toronto citizens and activists lined up on a busy downtown street to stand in solidarity with various prisoners in Iran enduring poor prison conditions, restricted access to medical care, and much more. The protest intended to shed light primarily on the current prisoner hunger strikes and the imminent executions of such prisoners as Jafar Kazemi, Ali Saremi, and Kurdish minority, Zeynab Jalalian.",عده ای از ساکنان تورنتو و فعالان حقوق بشر در مرکز این شهر تجمع کردند تابه شرایط نامناسب زندانیان در ایران اعتراض کنند. در این راهپیمای همچنین از زندانیان در اعتصاب غذا و اعدام زندانیانی مثل جعفر کاظمی، علی صارمی، و زینب جلالین (اقلیت قومی کرد) یاد شد.,Death Penalty / Hunger Strike / Kurd,اعدام / اعتصاب غذا / کرد,جعفر کاظمی / علی صارمی / زینب جلالیان,Jafar Kazemi / Ali Saremi / Zeynab Jalalian,In Solidarity with Iranian Prisoners,همبستگی با زندانیان ایران,Photo,"43.7000, 79.4000",color photographs,عکس رنگی
,diaspora0027.jpg,۱۶/۰۵/۱۳۸۹,8/7/10,2010-08-07,,تورنتو,Toronto (Ont.),تورنتو,Canada,کانادا,"Toronto citizens and activists lined up on a busy downtown street to stand in solidarity with various prisoners in Iran enduring poor prison conditions, restricted access to medical care, and much more. The protest intended to shed light primarily on the current prisoner hunger strikes and the imminent executions of such prisoners as Jafar Kazemi, Ali Saremi, and Kurdish minority, Zeynab Jalalian.",عده ای از ساکنان تورنتو و فعالان حقوق بشر در مرکز این شهر تجمع کردند تابه شرایط نامناسب زندانیان در ایران اعتراض کنند. در این راهپیمای همچنین از زندانیان در اعتصاب غذا و اعدام زندانیانی مثل جعفر کاظمی، علی صارمی، و زینب جلالین (اقلیت قومی کرد) یاد شد.,Death Penalty / Hunger Strike / Kurd,اعدام / اعتصاب غذا / کرد,جعفر کاظمی / علی صارمی / زینب جلالیان,Jafar Kazemi / Ali Saremi / Zeynab Jalalian,In Solidarity with Iranian Prisoners,همبستگی با زندانیان ایران,Photo,"43.7000, 79.4000",color photographs,عکس رنگی
,diaspora0028.jpg,۱۶/۰۵/۱۳۸۹,8/7/10,2010-08-07,,تورنتو,Toronto (Ont.),تورنتو,Canada,کانادا,"Toronto citizens and activists lined up on a busy downtown street to stand in solidarity with various prisoners in Iran enduring poor prison conditions, restricted access to medical care, and much more. The protest intended to shed light primarily on the current prisoner hunger strikes and the imminent executions of such prisoners as Jafar Kazemi, Ali Saremi, and Kurdish minority, Zeynab Jalalian.",عده ای از ساکنان تورنتو و فعالان حقوق بشر در مرکز این شهر تجمع کردند تابه شرایط نامناسب زندانیان در ایران اعتراض کنند. در این راهپیمای همچنین از زندانیان در اعتصاب غذا و اعدام زندانیانی مثل جعفر کاظمی، علی صارمی، و زینب جلالین (اقلیت قومی کرد) یاد شد.,Death Penalty / Hunger Strike / Kurd,اعدام / اعتصاب غذا / کرد,جعفر کاظمی / علی صارمی / زینب جلالیان,Jafar Kazemi / Ali Saremi / Zeynab Jalalian,In Solidarity with Iranian Prisoners,همبستگی با زندانیان ایران,Photo,"43.7000, 79.4000",color photographs,عکس رنگی
